1	0.19077961891889572
2	0.15264665252632564
3	0.07887384129895104
4	0.057837836858299047
5	0.04594978069265684
6	0.03486157084504763
7	0.02370180365526014
8	0.02793266386207607
9	0.01600506456775798
10	0.0314725199714303
11	0.01792704438169797
12	0.02264283887214131
13	0.01836939745893081
14	0.016693149434609547
15	0.014212464913725853
16	0.014757065671599574
17	0.013107274193316698
18	0.015404770926882824
19	0.02061195992347267
20	0.0170983217863573
21	0.012893412184591094
22	0.016800977289676666
23	0.011030360099135173
24	0.013011774927791622
25	0.013810533926718764
26	0.015870570670813322
27	0.017949023180537753
28	0.011851285480790667
29	0.014127316884696484
30	0.015258555248793628
31	0.012278116799684035
32	0.015302652958780527
33	0.011486138010190593
34	0.009991635827140676
35	0.010744654728720585
36	0.01527981087565422
37	0.010411405366741948
38	0.01099413845481144
39	0.013613545077128543
40	0.011755697144609358
41	0.012630941294547584
42	0.01649439252085156
43	0.01488145792649852
44	0.011780097925414642
45	0.011204026122060087
46	0.01195013717127343
47	0.01051382270331184
48	0.012785274897598557
49	0.012348580846769942
50	0.01014091240035163
